"var","ind","year","value"
"PROD","D64",2011,640900
"VALU","D64",2011,437800
"EMPE","D64",2011,2575000
"FTEE","D64",2011,2484000
"FTEN","D64",2011,2510000
"LABR","D64",2011,198759
"WAGE","D64",2011,168091000
"CAPN","D64",2011,10600
"GFCF","D64",2011,600
"VKPY","D64",2011,434748.697530864
"PKPY","D64",2011,633349.062133646
"IKPY","D64",2011,198937.397112083
"GKPY","D64",2011,614.50051214657
"CNPY","D64",2011,10280.9435341414
"EMPN","D64",2011,2601000
"INTI","D64",2012,2e+05
"PROD","D64",2012,670200
"VALU","D64",2012,470200
"EMPE","D64",2012,2607000
"FTEE","D64",2012,2522000
"FTEN","D64",2012,2554000
"LABR","D64",2012,211175
"WAGE","D64",2012,180627000
"CAPN","D64",2012,10700
"GFCF","D64",2012,800
"VKPY","D64",2012,442878.491899395
"PKPY","D64",2012,638594.525584837
"IKPY","D64",2012,195592.91076147
"GKPY","D64",2012,776.553728287431
"CNPY","D64",2012,10595.8236129688
"EMPN","D64",2012,2639000
"INTI","D64",2013,169000
"PROD","D64",2013,688400
"VALU","D64",2013,519300
"EMPE","D64",2013,2638000
"FTEE","D64",2013,2557000
"FTEN","D64",2013,2581000
"LABR","D64",2013,219618
"WAGE","D64",2013,187781000
"CAPN","D64",2013,10900
"GFCF","D64",2013,900
"VKPY","D64",2013,498805.803554293
"PKPY","D64",2013,665858.54288293
"IKPY","D64",2013,166619.898356873
"GKPY","D64",2013,818.350371668169
"CNPY","D64",2013,10708.5458826458
"EMPN","D64",2013,2662000
"INTI","D65",1997,190900
"PROD","D65",1997,415100
"VALU","D65",1997,224200
"CAPN","D65",1997,151100
"GFCF","D65",1997,19000
"INTI","D65",1998,199100
"PROD","D65",1998,450100
"VALU","D65",1998,251100
"EMPE","D65",1998,2256000
"FTEE","D65",1998,2151000
"FTEN","D65",1998,2308000
"LABR","D65",1998,122843
"WAGE","D65",1998,102392000
"CAPN","D65",1998,163500
"GFCF","D65",1998,23700
"VKPY","D65",1998,246622.237684327
"PKPY","D65",1998,443839.159211942
"IKPY","D65",1998,197118.783984556
"GKPY","D65",1998,27761.6380749329
"CNPY","D65",1998,159979.87008528
"EMPN","D65",1998,2413000
"INTI","D65",1999,227600
"PROD","D65",1999,480200
"VALU","D65",1999,252400
"EMPE","D65",1999,2287000
"FTEE","D65",1999,2170000
"FTEN","D65",1999,2324000
"LABR","D65",1999,128389
"WAGE","D65",1999,107473000
"CAPN","D65",1999,177100
"GFCF","D65",1999,26200
"VKPY","D65",1999,251723.175451741
"PKPY","D65",1999,476028.006020268
"IKPY","D65",1999,224270.121281889
"GKPY","D65",1999,26492.6276990403
"CNPY","D65",1999,172705.424675626
"EMPN","D65",1999,2441000
"INTI","D65",2000,239000
"PROD","D65",2000,530300
"VALU","D65",2000,291400
"EMPE","D65",2000,2277000
"FTEE","D65",2000,2150000
"FTEN","D65",2000,2305000
"LABR","D65",2000,134571
"WAGE","D65",2000,112657000
"CAPN","D65",2000,190200
"GFCF","D65",2000,28300
"VKPY","D65",2000,285281.348164914
"PKPY","D65",2000,521566.960893973
"IKPY","D65",2000,236764.869378422
"GKPY","D65",2000,26971.0031736762
"CNPY","D65",2000,185593.649483225
"EMPN","D65",2000,2432000
"INTI","D65",2001,260800
"PROD","D65",2001,540300
"VALU","D65",2001,279500
"EMPE","D65",2001,2280000
"FTEE","D65",2001,2192000
"FTEN","D65",2001,2344000
"LABR","D65",2001,142849
"WAGE","D65",2001,118697000
"CAPN","D65",2001,200300
"GFCF","D65",2001,29600
"VKPY","D65",2001,272927.624218672
"PKPY","D65",2001,530570.499638448
"IKPY","D65",2001,257673.392147558
"GKPY","D65",2001,26766.2004792609
"CNPY","D65",2001,197449.0195313
"EMPN","D65",2001,2432000
"INTI","D65",2002,279100
"PROD","D65",2002,549400
"VALU","D65",2002,270200
"EMPE","D65",2002,2274000
"FTEE","D65",2002,2187000
"FTEN","D65",2002,2329000
"LABR","D65",2002,147136
"WAGE","D65",2002,121890000
"CAPN","D65",2002,207300
"GFCF","D65",2002,28400
"VKPY","D65",2002,263317.414973675
"PKPY","D65",2002,534842.827957194
"IKPY","D65",2002,271297.515991441
"GKPY","D65",2002,27854.5463930947
"CNPY","D65",2002,204847.425389211
"EMPN","D65",2002,2416000
"INTI","D65",2003,287100
"PROD","D65",2003,589600
"VALU","D65",2003,302500
"EMPE","D65",2003,2303000
"FTEE","D65",2003,2221000
"FTEN","D65",2003,2355000
"LABR","D65",2003,154718
"WAGE","D65",2003,129949000
"CAPN","D65",2003,216900
"GFCF","D65",2003,33700
"VKPY","D65",2003,289584.047909935
"PKPY","D65",2003,570022.419893497
"IKPY","D65",2003,280328.045100685
"GKPY","D65",2003,35330.0352436968
"CNPY","D65",2003,214831.642631222
"EMPN","D65",2003,2437000
"INTI","D65",2004,309300
"PROD","D65",2004,653200
"VALU","D65",2004,343800
"EMPE","D65",2004,2285000
"FTEE","D65",2004,2202000
"FTEN","D65",2004,2350000
"LABR","D65",2004,164698
"WAGE","D65",2004,138127000
"CAPN","D65",2004,236700
"GFCF","D65",2004,35800
"VKPY","D65",2004,334100.304067046
"PKPY","D65",2004,635992.003520526
"IKPY","D65",2004,301806.499528049
"GKPY","D65",2004,35770.4549828084
"CNPY","D65",2004,223520.462188954
"EMPN","D65",2004,2433000
"INTI","D65",2005,345600
"PROD","D65",2005,715900
"VALU","D65",2005,370300
"EMPE","D65",2005,2290000
"FTEE","D65",2005,2202000
"FTEN","D65",2005,2347000
"LABR","D65",2005,173329
"WAGE","D65",2005,143763000
"CAPN","D65",2005,253500
"GFCF","D65",2005,33000
"VKPY","D65",2005,362436.413530842
"PKPY","D65",2005,702109.969734527
"IKPY","D65",2005,339636.772531788
"GKPY","D65",2005,31876.7639665665
"CNPY","D65",2005,238784.02203435
"EMPN","D65",2005,2435000
"INTI","D65",2006,368900
"PROD","D65",2006,757400
"VALU","D65",2006,388500
"EMPE","D65",2006,2341000
"FTEE","D65",2006,2257000
"FTEN","D65",2006,2418000
"LABR","D65",2006,183177
"WAGE","D65",2006,153217000
"CAPN","D65",2006,268200
"GFCF","D65",2006,32100
"VKPY","D65",2006,389193.762208889
"PKPY","D65",2006,747699.954578078
"IKPY","D65",2006,358531.582857889
"GKPY","D65",2006,33507.6128248211
"CNPY","D65",2006,254424.896640544
"EMPN","D65",2006,2502000
"INTI","D65",2007,400800
"PROD","D65",2007,820200
"VALU","D65",2007,419400
"EMPE","D65",2007,2322000
"FTEE","D65",2007,2250000
"FTEN","D65",2007,2398000
"LABR","D65",2007,188973
"WAGE","D65",2007,158507000
"CAPN","D65",2007,279300
"GFCF","D65",2007,35700
"VKPY","D65",2007,422973.968175929
"PKPY","D65",2007,811971.457018047
"IKPY","D65",2007,389214.698084941
"GKPY","D65",2007,36787.5866749578
"CNPY","D65",2007,271975.0882321
"EMPN","D65",2007,2470000
"INTI","D65",2008,460600
"PROD","D65",2008,830500
"VALU","D65",2008,369900
"EMPE","D65",2008,2326000
"FTEE","D65",2008,2248000
"FTEN","D65",2008,2384000
"LABR","D65",2008,193237
"WAGE","D65",2008,160533000
"CAPN","D65",2008,293700
"GFCF","D65",2008,34800
"VKPY","D65",2008,377146.708873371
"PKPY","D65",2008,829634.972812545
"IKPY","D65",2008,451758.694823474
"GKPY","D65",2008,36996.0851222127
"CNPY","D65",2008,280858.119694978
"EMPN","D65",2008,2462000
"INTI","D65",2009,378400
"PROD","D65",2009,761600
"VALU","D65",2009,383100
"EMPE","D65",2009,2272000
"FTEE","D65",2009,2183000
"FTEN","D65",2009,2307000
"LABR","D65",2009,186607
"WAGE","D65",2009,156675000
"CAPN","D65",2009,283100
"GFCF","D65",2009,33400
"VKPY","D65",2009,378728.71393699
"PKPY","D65",2009,760696.264016512
"IKPY","D65",2009,381624.506660771
"GKPY","D65",2009,29511.2358160351
"CNPY","D65",2009,293317.452740782
"EMPN","D65",2009,2396000
"INTI","D65",2010,410100
"PROD","D65",2010,806200
"VALU","D65",2010,396200
"EMPE","D65",2010,2258000
"FTEE","D65",2010,2187000
"FTEN","D65",2010,2307000
"LABR","D65",2010,191778
"WAGE","D65",2010,160841000
"CAPN","D65",2010,278400
"GFCF","D65",2010,28200
"VKPY","D65",2010,388330.227
"PKPY","D65",2010,792053.76
"IKPY","D65",2010,403559.288
"GKPY","D65",2010,34890.262
"CNPY","D65",2010,278129.075
"EMPN","D65",2010,2378000
"INTI","D65",2011,446000
"PROD","D65",2011,856000
"VALU","D65",2011,410000
"EMPE","D65",2011,2342000
"FTEE","D65",2011,2269000
"FTEN","D65",2011,2382000
"LABR","D65",2011,205465
"WAGE","D65",2011,172943000
"CAPN","D65",2011,282600
"GFCF","D65",2011,29900
"VKPY","D65",2011,400586.681751249
"PKPY","D65",2011,842432.176678761
"IKPY","D65",2011,442068.407298543
"GKPY","D65",2011,29872.8458033964
"CNPY","D65",2011,275484.437906455
"EMPN","D65",2011,2455000
"INTI","D65",2012,426000
"PROD","D65",2012,863400
"VALU","D65",2012,437300
"EMPE","D65",2012,2387000
"FTEE","D65",2012,2313000
"FTEN","D65",2012,2437000
"LABR","D65",2012,216064
"WAGE","D65",2012,183210000
"CAPN","D65",2012,287900
"GFCF","D65",2012,36200
"VKPY","D65",2012,421880.152023037
"PKPY","D65",2012,846647.662502134
"IKPY","D65",2012,424398.743795409
"GKPY","D65",2012,33872.7695630722
"CNPY","D65",2012,284675.688558524
"EMPN","D65",2012,2511000
"INTI","D65",2013,453400
"PROD","D65",2013,917300
"VALU","D65",2013,463700
"EMPE","D65",2013,2396000
"FTEE","D65",2013,2321000
"FTEN","D65",2013,2447000
"LABR","D65",2013,220396
"WAGE","D65",2013,186401000
"CAPN","D65",2013,296800
"GFCF","D65",2013,37700
"VKPY","D65",2013,453157.403752628
"PKPY","D65",2013,906379.319789511
"IKPY","D65",2013,453218.217186801
"GKPY","D65",2013,37230.6476727339
"CNPY","D65",2013,290263.172995315
"EMPN","D65",2013,2522000
"INTI","D66",1997,84600
"PROD","D66",1997,204900
"VALU","D66",1997,120300
"CAPN","D66",1997,66100
"GFCF","D66",1997,9200
"INTI","D66",1998,124600
"PROD","D66",1998,244200
"VALU","D66",1998,119700
"EMPE","D66",1998,795000
"FTEE","D66",1998,754000
"FTEN","D66",1998,889000
"LABR","D66",1998,104139
"WAGE","D66",1998,87591000
"CAPN","D66",1998,72400
"GFCF","D66",1998,12600
"VKPY","D66",1998,123589.808646873
"PKPY","D66",1998,250426.018506619
"IKPY","D66",1998,126857.078771696
"GKPY","D66",1998,15331.2609812137
"CNPY","D66",1998,71775.8883386842
"EMPN","D66",1998,930000
"INTI","D66",1999,172500
"PROD","D66",1999,290800
"VALU","D66",1999,118400
"EMPE","D66",1999,832000
"FTEE","D66",1999,785000
"FTEN","D66",1999,918000
"LABR","D66",1999,116718
"WAGE","D66",1999,99179000
"CAPN","D66",1999,80100
"GFCF","D66",1999,14500
"VKPY","D66",1999,129065.302200269
"PKPY","D66",1999,308435.226695175
"IKPY","D66",1999,179233.98034048
"GKPY","D66",1999,16663.7469586375
"CNPY","D66",1999,78871.4340599682
"EMPN","D66",1999,965000
"INTI","D66",2000,226100
"PROD","D66",2000,357100
"VALU","D66",2000,131000
"EMPE","D66",2000,895000
"FTEE","D66",2000,841000
"FTEN","D66",2000,975000
"LABR","D66",2000,142837
"WAGE","D66",2000,122383000
"CAPN","D66",2000,89800
"GFCF","D66",2000,18300
"VKPY","D66",2000,153765.567789975
"PKPY","D66",2000,383796.442248987
"IKPY","D66",2000,229924.547221431
"GKPY","D66",2000,18986.0486508585
"CNPY","D66",2000,88406.4938052012
"EMPN","D66",2000,1029000
"INTI","D66",2001,130400
"PROD","D66",2001,313800
"VALU","D66",2001,183300
"EMPE","D66",2001,911000
"FTEE","D66",2001,871000
"FTEN","D66",2001,974000
"LABR","D66",2001,151943
"WAGE","D66",2001,129221000
"CAPN","D66",2001,94800
"GFCF","D66",2001,18000
"VKPY","D66",2001,200897.360252431
"PKPY","D66",2001,335827.555064921
"IKPY","D66",2001,137463.844153432
"GKPY","D66",2001,17638.9087502927
"CNPY","D66",2001,94666.8333819586
"EMPN","D66",2001,1014000
"INTI","D66",2002,124000
"PROD","D66",2002,287400
"VALU","D66",2002,163400
"EMPE","D66",2002,862000
"FTEE","D66",2002,822000
"FTEN","D66",2002,916000
"LABR","D66",2002,135806
"WAGE","D66",2002,114176000
"CAPN","D66",2002,98300
"GFCF","D66",2002,14100
"VKPY","D66",2002,163599.389427902
"PKPY","D66",2002,289797.276660443
"IKPY","D66",2002,126145.032920365
"GKPY","D66",2002,14228.0494323059
"CNPY","D66",2002,97834.6494464945
"EMPN","D66",2002,956000
"INTI","D66",2003,164200
"PROD","D66",2003,309200
"VALU","D66",2003,145000
"EMPE","D66",2003,829000
"FTEE","D66",2003,792000
"FTEN","D66",2003,910000
"LABR","D66",2003,129819
"WAGE","D66",2003,110393000
"CAPN","D66",2003,100500
"GFCF","D66",2003,13000
"VKPY","D66",2003,142868.960734702
"PKPY","D66",2003,305199.198615129
"IKPY","D66",2003,162393.493880774
"GKPY","D66",2003,15166.1024936992
"CNPY","D66",2003,100091.289634652
"EMPN","D66",2003,947000
"INTI","D66",2004,189600
"PROD","D66",2004,345700
"VALU","D66",2004,156000
"EMPE","D66",2004,839000
"FTEE","D66",2004,805000
"FTEN","D66",2004,921000
"LABR","D66",2004,149992
"WAGE","D66",2004,128029000
"CAPN","D66",2004,109400
"GFCF","D66",2004,14900
"VKPY","D66",2004,147102.688045272
"PKPY","D66",2004,333203.419855682
"IKPY","D66",2004,186288.158973617
"GKPY","D66",2004,15237.5364334292
"CNPY","D66",2004,103627.075599478
"EMPN","D66",2004,955000
"INTI","D66",2005,187800
"PROD","D66",2005,383200
"VALU","D66",2005,195400
"EMPE","D66",2005,868000
"FTEE","D66",2005,834000
"FTEN","D66",2005,943000
"LABR","D66",2005,165656
"WAGE","D66",2005,139896000
"CAPN","D66",2005,118200
"GFCF","D66",2005,14400
"VKPY","D66",2005,186875.326184565
"PKPY","D66",2005,371071.73896946
"IKPY","D66",2005,183850.82050846
"GKPY","D66",2005,14403.8015212586
"CNPY","D66",2005,111406.582580245
"EMPN","D66",2005,977000
"INTI","D66",2006,224900
"PROD","D66",2006,448500
"VALU","D66",2006,223600
"EMPE","D66",2006,9e+05
"FTEE","D66",2006,866000
"FTEN","D66",2006,984000
"LABR","D66",2006,189053
"WAGE","D66",2006,161363000
"CAPN","D66",2006,129100
"GFCF","D66",2006,17700
"VKPY","D66",2006,220123.77214721
"PKPY","D66",2006,439540.834327049
"IKPY","D66",2006,219396.755631063
"GKPY","D66",2006,19205.0034465946
"CNPY","D66",2006,122641.411764706
"EMPN","D66",2006,1018000
"INTI","D66",2007,302800
"PROD","D66",2007,503400
"VALU","D66",2007,200600
"EMPE","D66",2007,938000
"FTEE","D66",2007,903000
"FTEN","D66",2007,1033000
"LABR","D66",2007,219331
"WAGE","D66",2007,190316000
"CAPN","D66",2007,140900
"GFCF","D66",2007,24300
"VKPY","D66",2007,184476.651844429
"PKPY","D66",2007,477543.255434316
"IKPY","D66",2007,294405.146127504
"GKPY","D66",2007,24564.3672944558
"CNPY","D66",2007,138312.405751056
"EMPN","D66",2007,1068000
"INTI","D66",2008,312700
"PROD","D66",2008,432700
"VALU","D66",2008,119900
"EMPE","D66",2008,953000
"FTEE","D66",2008,921000
"FTEN","D66",2008,1046000
"LABR","D66",2008,219865
"WAGE","D66",2008,189461000
"CAPN","D66",2008,150400
"GFCF","D66",2008,20300
"VKPY","D66",2008,111705.644013436
"PKPY","D66",2008,416577.341499431
"IKPY","D66",2008,306398.225407633
"GKPY","D66",2008,18896.5664456354
"CNPY","D66",2008,144902.789298378
"EMPN","D66",2008,1078000
"INTI","D66",2009,216300
"PROD","D66",2009,403000
"VALU","D66",2009,186700
"EMPE","D66",2009,895000
"FTEE","D66",2009,863000
"FTEN","D66",2009,968000
"LABR","D66",2009,177529
"WAGE","D66",2009,152285000
"CAPN","D66",2009,151200
"GFCF","D66",2009,23600
"VKPY","D66",2009,204311.152764761
"PKPY","D66",2009,421928.173724806
"IKPY","D66",2009,221485.589624813
"GKPY","D66",2009,23712.1831561733
"CNPY","D66",2009,157134.797417306
"EMPN","D66",2009,1e+06
"INTI","D66",2010,218900
"PROD","D66",2010,418400
"VALU","D66",2010,199500
"EMPE","D66",2010,884000
"FTEE","D66",2010,853000
"FTEN","D66",2010,947000
"LABR","D66",2010,195000
"WAGE","D66",2010,166253000
"CAPN","D66",2010,151500
"GFCF","D66",2010,17900
"VKPY","D66",2010,192174.044
"PKPY","D66",2010,407376.58
"IKPY","D66",2010,215168.751
"GKPY","D66",2010,21761.56
"CNPY","D66",2010,151531.128
"EMPN","D66",2010,978000
"INTI","D66",2011,219900
"PROD","D66",2011,410200
"VALU","D66",2011,190300
"EMPE","D66",2011,860000
"FTEE","D66",2011,830000
"FTEN","D66",2011,915000
"LABR","D66",2011,202565
"WAGE","D66",2011,172431000
"CAPN","D66",2011,153400
"GFCF","D66",2011,16200
"VKPY","D66",2011,180633.826215365
"PKPY","D66",2011,396852.106127456
"IKPY","D66",2011,216387.019109945
"GKPY","D66",2011,15965.7672703611
"CNPY","D66",2011,150305.765373831
"EMPN","D66",2011,945000
"INTI","D66",2012,208300
"PROD","D66",2012,426600
"VALU","D66",2012,218300
"EMPE","D66",2012,859000
"FTEE","D66",2012,830000
"FTEN","D66",2012,911000
"LABR","D66",2012,203901
"WAGE","D66",2012,173645000
"CAPN","D66",2012,150700
"GFCF","D66",2012,13000
"VKPY","D66",2012,217843.044915127
"PKPY","D66",2012,423830.55068836
"IKPY","D66",2012,206089.023236894
"GKPY","D66",2012,12769.963280889
"CNPY","D66",2012,149484.349636424
"EMPN","D66",2012,940000
"INTI","D66",2013,226500
"PROD","D66",2013,450300
"VALU","D66",2013,223800
"EMPE","D66",2013,867000
"FTEE","D66",2013,841000
"FTEN","D66",2013,912000
"LABR","D66",2013,202241
"WAGE","D66",2013,172534000
"CAPN","D66",2013,151500
"GFCF","D66",2013,13600
"VKPY","D66",2013,225660.082296812
"PKPY","D66",2013,447829.66507177
"IKPY","D66",2013,222119.010622945
"GKPY","D66",2013,13580.7008884501
"CNPY","D66",2013,148337.414207718
"EMPN","D66",2013,938000
"INTI","D68",1997,298900
"PROD","D68",1997,1236600
"VALU","D68",1997,937700
"CAPN","D68",1997,8603100
"GFCF","D68",1997,409700
"INTI","D68",1998,338300
"PROD","D68",1998,1308000
"VALU","D68",1998,969700
"EMPE","D68",1998,1349000
"FTEE","D68",1998,1181000
"FTEN","D68",1998,1583000
"LABR","D68",1998,46816
"WAGE","D68",1998,40193000
"CAPN","D68",1998,9165800
"GFCF","D68",1998,458800
"VKPY","D68",1998,938825.045673929
"PKPY","D68",1998,1273820.63346147
"IKPY","D68",1998,335303.308476
"GKPY","D68",1998,522504.588910134
"CNPY","D68",1998,8841512.11395487
"EMPN","D68",1998,1751000
"INTI","D68",1999,347700
"PROD","D68",1999,1393400
"VALU","D68",1999,1045700
"EMPE","D68",1999,1389000
"FTEE","D68",1999,1209000
"FTEN","D68",1999,1603000
"LABR","D68",1999,50650
"WAGE","D68",1999,43233000
"CAPN","D68",1999,9837600
"GFCF","D68",1999,503200
"VKPY","D68",1999,1014135.00966855
"PKPY","D68",1999,1355168.43571264
"IKPY","D68",1999,340974.218875395
"GKPY","D68",1999,553592.125149546
"CNPY","D68",1999,9427861.06707981
"EMPN","D68",1999,1783000
"INTI","D68",2000,401400
"PROD","D68",2000,1506900
"VALU","D68",2000,1105400
"EMPE","D68",2000,1407000
"FTEE","D68",2000,1219000
"FTEN","D68",2000,1617000
"LABR","D68",2000,54648
"WAGE","D68",2000,46854000
"CAPN","D68",2000,10509600
"GFCF","D68",2000,524200
"VKPY","D68",2000,1073122.75029623
"PKPY","D68",2000,1462357.15180622
"IKPY","D68",2000,389204.366000929
"GKPY","D68",2000,501204.277323159
"CNPY","D68",2000,10102968.0782732
"EMPN","D68",2000,1805000
"INTI","D68",2001,414100
"PROD","D68",2001,1603400
"VALU","D68",2001,1189300
"EMPE","D68",2001,1411000
"FTEE","D68",2001,1286000
"FTEN","D68",2001,1671000
"LABR","D68",2001,56601
"WAGE","D68",2001,48863000
"CAPN","D68",2001,11241600
"GFCF","D68",2001,545200
"VKPY","D68",2001,1145583.35807544
"PKPY","D68",2001,1552210.43822125
"IKPY","D68",2001,406477.579134558
"GKPY","D68",2001,539834.846270161
"CNPY","D68",2001,10766922.8445716
"EMPN","D68",2001,1796000
"INTI","D68",2002,455200
"PROD","D68",2002,1718400
"VALU","D68",2002,1263100
"EMPE","D68",2002,1431000
"FTEE","D68",2002,1317000
"FTEN","D68",2002,1697000
"LABR","D68",2002,60939
"WAGE","D68",2002,51204000
"CAPN","D68",2002,11977600
"GFCF","D68",2002,596100
"VKPY","D68",2002,1214839.70714268
"PKPY","D68",2002,1662244.62901707
"IKPY","D68",2002,447628.637156538
"GKPY","D68",2002,702421.892397861
"CNPY","D68",2002,11545247.2923889
"EMPN","D68",2002,1811000
"INTI","D68",2003,511700
"PROD","D68",2003,1832100
"VALU","D68",2003,1320400
"EMPE","D68",2003,1460000
"FTEE","D68",2003,1339000
"FTEN","D68",2003,1772000
"LABR","D68",2003,62584
"WAGE","D68",2003,53990000
"CAPN","D68",2003,12934100
"GFCF","D68",2003,663600
"VKPY","D68",2003,1292046.29398792
"PKPY","D68",2003,1793440.17514032
"IKPY","D68",2003,501290.398882306
"GKPY","D68",2003,501936.637067287
"CNPY","D68",2003,12320077.342058
"EMPN","D68",2003,1893000
"INTI","D68",2004,625100
"PROD","D68",2004,2017800
"VALU","D68",2004,1392800
"EMPE","D68",2004,1490000
"FTEE","D68",2004,1365000
"FTEN","D68",2004,1837000
"LABR","D68",2004,68599
"WAGE","D68",2004,58800000
"CAPN","D68",2004,14435300
"GFCF","D68",2004,791500
"VKPY","D68",2004,1364865.10123735
"PKPY","D68",2004,1968653.02151209
"IKPY","D68",2004,603379.457524439
"GKPY","D68",2004,809909.047844624
"CNPY","D68",2004,13341450.4155187
"EMPN","D68",2004,1962000
"INTI","D68",2005,742300
"PROD","D68",2005,2246000
"VALU","D68",2005,1503600
"EMPE","D68",2005,1523000
"FTEE","D68",2005,1399000
"FTEN","D68",2005,1859000
"LABR","D68",2005,73929
"WAGE","D68",2005,63578000
"CAPN","D68",2005,16083000
"GFCF","D68",2005,895900
"VKPY","D68",2005,1472340.75585481
"PKPY","D68",2005,2186676.34989201
"IKPY","D68",2005,714120.704753962
"GKPY","D68",2005,862633.328712688
"CNPY","D68",2005,14852224.3414624
"EMPN","D68",2005,1983000
"INTI","D68",2006,788000
"PROD","D68",2006,2339900
"VALU","D68",2006,1551900
"EMPE","D68",2006,1563000
"FTEE","D68",2006,1425000
"FTEN","D68",2006,1914000
"LABR","D68",2006,78952
"WAGE","D68",2006,69179000
"CAPN","D68",2006,17203200
"GFCF","D68",2006,885700
"VKPY","D68",2006,1510420.18100712
"PKPY","D68",2006,2268274.0600207
"IKPY","D68",2006,757696.052564337
"GKPY","D68",2006,900473.127570272
"CNPY","D68",2006,16531079.5289052
"EMPN","D68",2006,2052000
"INTI","D68",2007,702500
"PROD","D68",2007,2373300
"VALU","D68",2007,1670800
"EMPE","D68",2007,1557000
"FTEE","D68",2007,1419000
"FTEN","D68",2007,1892000
"LABR","D68",2007,81295
"WAGE","D68",2007,70583000
"CAPN","D68",2007,17480200
"GFCF","D68",2007,754100
"VKPY","D68",2007,1637381.31384835
"PKPY","D68",2007,2327179.17058037
"IKPY","D68",2007,689798.706871889
"GKPY","D68",2007,973495.161004581
"CNPY","D68",2007,17513711.7723157
"EMPN","D68",2007,2030000
"INTI","D68",2008,628200
"PROD","D68",2008,2347200
"VALU","D68",2008,1719000
"EMPE","D68",2008,1545000
"FTEE","D68",2008,1415000
"FTEN","D68",2008,1842000
"LABR","D68",2008,79715
"WAGE","D68",2008,69082000
"CAPN","D68",2008,17242300
"GFCF","D68",2008,582500
"VKPY","D68",2008,1694973.08956991
