"var","ind","year","value"
"WAGE","D60",2006,87066000
"CAPN","D60",2006,1104900
"GFCF","D60",2006,120100
"VKPY","D60",2006,354167.117106189
"PKPY","D60",2006,634410.491561087
"IKPY","D60",2006,280360.269904443
"GKPY","D60",2006,132581.183016543
"CNPY","D60",2006,1045069.07236271
"EMPN","D60",2006,1326000
"INTI","D60",2007,275000
"PROD","D60",2007,648700
"VALU","D60",2007,373800
"EMPE","D60",2007,1358000
"FTEE","D60",2007,1332000
"FTEN","D60",2007,1360000
"LABR","D60",2007,117105
"WAGE","D60",2007,95267000
"CAPN","D60",2007,1136000
"GFCF","D60",2007,132200
"VKPY","D60",2007,382179.152456448
"PKPY","D60",2007,656999.389620316
"IKPY","D60",2007,275107.271382066
"GKPY","D60",2007,136241.571330936
"CNPY","D60",2007,1148333.38496106
"EMPN","D60",2007,1386000
"INTI","D60",2008,280400
"PROD","D60",2008,669200
"VALU","D60",2008,388800
"EMPE","D60",2008,1335000
"FTEE","D60",2008,1306000
"FTEN","D60",2008,1326000
"LABR","D60",2008,113951
"WAGE","D60",2008,93833000
"CAPN","D60",2008,1183000
"GFCF","D60",2008,128500
"VKPY","D60",2008,398547.586689009
"PKPY","D60",2008,673563.577309309
"IKPY","D60",2008,275341.607892657
"GKPY","D60",2008,131093.023540095
"CNPY","D60",2008,1172862.8339945
"EMPN","D60",2008,1355000
"INTI","D60",2009,288200
"PROD","D60",2009,660400
"VALU","D60",2009,372300
"EMPE","D60",2009,1262000
"FTEE","D60",2009,1236000
"FTEN","D60",2009,1272000
"LABR","D60",2009,112141
"WAGE","D60",2009,88511000
"CAPN","D60",2009,1176700
"GFCF","D60",2009,111000
"VKPY","D60",2009,374880.680339012
"PKPY","D60",2009,662443.080578104
"IKPY","D60",2009,287507.17742597
"GKPY","D60",2009,113147.073585221
"CNPY","D60",2009,1202504.62501779
"EMPN","D60",2009,1298000
"INTI","D60",2010,319600
"PROD","D60",2010,690400
"VALU","D60",2010,370800
"EMPE","D60",2010,1192000
"FTEE","D60",2010,1163000
"FTEN","D60",2010,1194000
"LABR","D60",2010,107817
"WAGE","D60",2010,86595000
"CAPN","D60",2010,1247400
"GFCF","D60",2010,113500
"VKPY","D60",2010,372739.314
"PKPY","D60",2010,689814.216
"IKPY","D60",2010,317066.112
"GKPY","D60",2010,127222.65
"CNPY","D60",2010,1196527.395
"EMPN","D60",2010,1223000
"INTI","D60",2011,355400
"PROD","D60",2011,716700
"VALU","D60",2011,361300
"EMPE","D60",2011,1165000
"FTEE","D60",2011,1141000
"FTEN","D60",2011,1168000
"LABR","D60",2011,109684
"WAGE","D60",2011,88254000
"CAPN","D60",2011,1295700
"GFCF","D60",2011,116100
"VKPY","D60",2011,363937.174134521
"PKPY","D60",2011,717056.549294426
"IKPY","D60",2011,352961.387434555
"GKPY","D60",2011,111668.987479824
"CNPY","D60",2011,1265764.14220387
"EMPN","D60",2011,1192000
"INTI","D60",2012,381500
"PROD","D60",2012,750300
"VALU","D60",2012,368800
"EMPE","D60",2012,1142000
"FTEE","D60",2012,1116000
"FTEN","D60",2012,1139000
"LABR","D60",2012,111138
"WAGE","D60",2012,89743000
"CAPN","D60",2012,1314700
"GFCF","D60",2012,123200
"VKPY","D60",2012,368664.61507149
"PKPY","D60",2012,746904.101873957
"IKPY","D60",2012,378207.027160494
"GKPY","D60",2012,126518.174804462
"CNPY","D60",2012,1318228.01651451
"EMPN","D60",2012,1165000
"INTI","D60",2013,406500
"PROD","D60",2013,786600
"VALU","D60",2013,380100
"EMPE","D60",2013,1135000
"FTEE","D60",2013,1107000
"FTEN","D60",2013,1137000
"LABR","D60",2013,111624
"WAGE","D60",2013,91007000
"CAPN","D60",2013,1353900
"GFCF","D60",2013,127300
"VKPY","D60",2013,377057.430087366
"PKPY","D60",2013,780170.247392954
"IKPY","D60",2013,403115.884359266
"GKPY","D60",2013,133421.133580177
"CNPY","D60",2013,1339321.82022558
"EMPN","D60",2013,1165000
"INTI","D62",1997,46000
"PROD","D62",1997,121300
"VALU","D62",1997,75300
"CAPN","D62",1997,28900
"GFCF","D62",1997,12300
"INTI","D62",1998,63500
"PROD","D62",1998,152200
"VALU","D62",1998,88700
"EMPE","D62",1998,1055000
"FTEE","D62",1998,982000
"FTEN","D62",1998,1102000
"LABR","D62",1998,78353
"WAGE","D62",1998,67607000
"CAPN","D62",1998,34900
"GFCF","D62",1998,14900
"VKPY","D62",1998,90491.1834063237
"PKPY","D62",1998,153411.314903056
"IKPY","D62",1998,62840.9147248389
"GKPY","D62",1998,19327.4790177184
"CNPY","D62",1998,35760.9480034473
"EMPN","D62",1998,1175000
"INTI","D62",1999,80500
"PROD","D62",1999,183100
"VALU","D62",1999,102600
"EMPE","D62",1999,1181000
"FTEE","D62",1999,1100000
"FTEN","D62",1999,1218000
"LABR","D62",1999,93498
"WAGE","D62",1999,82161000
"CAPN","D62",1999,45200
"GFCF","D62",1999,21300
"VKPY","D62",1999,99599.6816306916
"PKPY","D62",1999,178946.288386898
"IKPY","D62",1999,79370.3189148729
"GKPY","D62",1999,23074.8090999011
"CNPY","D62",1999,45738.4942192506
"EMPN","D62",1999,1299000
"INTI","D62",2000,93100
"PROD","D62",2000,206700
"VALU","D62",2000,113600
"EMPE","D62",2000,1303000
"FTEE","D62",2000,1219000
"FTEN","D62",2000,1338000
"LABR","D62",2000,114027
"WAGE","D62",2000,100587000
"CAPN","D62",2000,53900
"GFCF","D62",2000,22700
"VKPY","D62",2000,108699.759268175
"PKPY","D62",2000,199655.327495235
"IKPY","D62",2000,90985.1375996951
"GKPY","D62",2000,24627.6148382811
"CNPY","D62",2000,54273.4690262351
"EMPN","D62",2000,1422000
"INTI","D62",2001,86800
"PROD","D62",2001,204700
"VALU","D62",2001,117800
"EMPE","D62",2001,1304000
"FTEE","D62",2001,1235000
"FTEN","D62",2001,1363000
"LABR","D62",2001,112009
"WAGE","D62",2001,97944000
"CAPN","D62",2001,56600
"GFCF","D62",2001,20400
"VKPY","D62",2001,116408.785955936
"PKPY","D62",2001,202691.364764897
"IKPY","D62",2001,86268.0627137421
"GKPY","D62",2001,23882.2237443931
"CNPY","D62",2001,59001.9046073499
"EMPN","D62",2001,1432000
"INTI","D62",2002,84300
"PROD","D62",2002,194300
"VALU","D62",2002,109900
"EMPE","D62",2002,1162000
"FTEE","D62",2002,1096000
"FTEN","D62",2002,1219000
"LABR","D62",2002,99100
"WAGE","D62",2002,86057000
"CAPN","D62",2002,55700
"GFCF","D62",2002,16100
"VKPY","D62",2002,112686.084557012
"PKPY","D62",2002,196230.439331895
"IKPY","D62",2002,83443.8085336799
"GKPY","D62",2002,19245.7680514134
"CNPY","D62",2002,57354.4225663419
"EMPN","D62",2002,1285000
"INTI","D62",2003,76500
"PROD","D62",2003,192200
"VALU","D62",2003,115700
"EMPE","D62",2003,1131000
"FTEE","D62",2003,1061000
"FTEN","D62",2003,1194000
"LABR","D62",2003,97556
"WAGE","D62",2003,84665000
"CAPN","D62",2003,55000
"GFCF","D62",2003,15300
"VKPY","D62",2003,118203.027181099
"PKPY","D62",2003,193731.840722275
"IKPY","D62",2003,75574.6210414376
"GKPY","D62",2003,17283.4861976848
"CNPY","D62",2003,56012.6216949513
"EMPN","D62",2003,1264000
"INTI","D62",2004,72400
"PROD","D62",2004,195400
"VALU","D62",2004,123000
"EMPE","D62",2004,1162000
"FTEE","D62",2004,1091000
"FTEN","D62",2004,1222000
"LABR","D62",2004,104225
"WAGE","D62",2004,90772000
"CAPN","D62",2004,58800
"GFCF","D62",2004,19000
"VKPY","D62",2004,126836.118073405
"PKPY","D62",2004,197452.231967889
"IKPY","D62",2004,70829.2318827468
"GKPY","D62",2004,19827.304964539
"CNPY","D62",2004,58309.0199709033
"EMPN","D62",2004,1293000
"INTI","D62",2005,73700
"PROD","D62",2005,208600
"VALU","D62",2005,135000
"EMPE","D62",2005,1212000
"FTEE","D62",2005,1143000
"FTEN","D62",2005,1283000
"LABR","D62",2005,114427
"WAGE","D62",2005,97937000
"CAPN","D62",2005,60900
"GFCF","D62",2005,17500
"VKPY","D62",2005,135780.40717656
"PKPY","D62",2005,207869.715187792
"IKPY","D62",2005,72161.0327568049
"GKPY","D62",2005,16276.3757981149
"CNPY","D62",2005,60060.9588442969
"EMPN","D62",2005,1352000
"INTI","D62",2006,72800
"PROD","D62",2006,221800
"VALU","D62",2006,149000
"EMPE","D62",2006,1288000
"FTEE","D62",2006,1215000
"FTEN","D62",2006,1349000
"LABR","D62",2006,127377
"WAGE","D62",2006,109309000
"CAPN","D62",2006,65200
"GFCF","D62",2006,20500
"VKPY","D62",2006,147637.494558263
"PKPY","D62",2006,218224.398387456
"IKPY","D62",2006,70758.3906142769
"GKPY","D62",2006,25075.2806679992
"CNPY","D62",2006,64759.5239258409
"EMPN","D62",2006,1422000
"INTI","D62",2007,82400
"PROD","D62",2007,249500
"VALU","D62",2007,167100
"EMPE","D62",2007,1380000
"FTEE","D62",2007,1304000
"FTEN","D62",2007,1434000
"LABR","D62",2007,140533
"WAGE","D62",2007,122079000
"CAPN","D62",2007,67000
"GFCF","D62",2007,19500
"VKPY","D62",2007,166107.347495145
"PKPY","D62",2007,246938.224759743
"IKPY","D62",2007,80830.4260509446
"GKPY","D62",2007,20542.4934164211
"CNPY","D62",2007,67393.3775138686
"EMPN","D62",2007,1510000
"INTI","D62",2008,94000
"PROD","D62",2008,271500
"VALU","D62",2008,177500
"EMPE","D62",2008,1453000
"FTEE","D62",2008,1376000
"FTEN","D62",2008,1516000
"LABR","D62",2008,149557
"WAGE","D62",2008,130021000
"CAPN","D62",2008,70900
"GFCF","D62",2008,20600
"VKPY","D62",2008,177028.325957345
"PKPY","D62",2008,268509.523809524
"IKPY","D62",2008,91446.9317473456
"GKPY","D62",2008,19494.6724777207
"CNPY","D62",2008,69836.4593981955
"EMPN","D62",2008,1593000
"INTI","D62",2009,85800
"PROD","D62",2009,266200
"VALU","D62",2009,180400
"EMPE","D62",2009,1424000
"FTEE","D62",2009,1342000
"FTEN","D62",2009,1479000
"LABR","D62",2009,147467
"WAGE","D62",2009,127538000
"CAPN","D62",2009,73400
"GFCF","D62",2009,23000
"VKPY","D62",2009,181292.642072149
"PKPY","D62",2009,267854.500251576
"IKPY","D62",2009,86555.3724183018
"GKPY","D62",2009,26807.5581697986
"CNPY","D62",2009,75581.5193058014
"EMPN","D62",2009,1561000
"INTI","D62",2010,1e+05
"PROD","D62",2010,289900
"VALU","D62",2010,189900
"EMPE","D62",2010,1458000
"FTEE","D62",2010,1380000
"FTEN","D62",2010,1517000
"LABR","D62",2010,156488
"WAGE","D62",2010,136658000
"CAPN","D62",2010,74800
"GFCF","D62",2010,20500
"VKPY","D62",2010,193056.864
"PKPY","D62",2010,291829.736
"IKPY","D62",2010,98702.604
"GKPY","D62",2010,23360.41
"CNPY","D62",2010,74718.264
"EMPN","D62",2010,1595000
"INTI","D62",2011,104200
"PROD","D62",2011,311100
"VALU","D62",2011,207000
"EMPE","D62",2011,1551000
"FTEE","D62",2011,1466000
"FTEN","D62",2011,1571000
"LABR","D62",2011,172330
"WAGE","D62",2011,150460000
"CAPN","D62",2011,74500
"GFCF","D62",2011,17800
"VKPY","D62",2011,207057.650257905
"PKPY","D62",2011,309955.110008392
"IKPY","D62",2011,102922.512561067
"GKPY","D62",2011,17574.1677907194
"CNPY","D62",2011,73796.2591850367
"EMPN","D62",2011,1656000
"INTI","D62",2012,103300
"PROD","D62",2012,331800
"VALU","D62",2012,228400
"EMPE","D62",2012,1634000
"FTEE","D62",2012,1540000
"FTEN","D62",2012,1662000
"LABR","D62",2012,192861
"WAGE","D62",2012,169617000
"CAPN","D62",2012,73100
"GFCF","D62",2012,16200
"VKPY","D62",2012,229357.809487081
"PKPY","D62",2012,331733.479507218
"IKPY","D62",2012,102534.912162162
"GKPY","D62",2012,18660.653949076
"CNPY","D62",2012,72516.3994822264
"EMPN","D62",2012,1756000
"INTI","D62",2013,107300
"PROD","D62",2013,341900
"VALU","D62",2013,234600
"EMPE","D62",2013,1711000
"FTEE","D62",2013,1624000
"FTEN","D62",2013,1754000
"LABR","D62",2013,197623
"WAGE","D62",2013,172951000
"CAPN","D62",2013,73000
"GFCF","D62",2013,16600
"VKPY","D62",2013,233562.001113793
"PKPY","D62",2013,339586.227257453
"IKPY","D62",2013,105921.777903663
"GKPY","D62",2013,16393.6240838729
"CNPY","D62",2013,72241.5483448586
"EMPN","D62",2013,1841000
"INTI","D63",1997,16500
"PROD","D63",1997,46800
"VALU","D63",1997,30300
"CAPN","D63",1997,14300
"GFCF","D63",1997,4200
"INTI","D63",1998,15500
"PROD","D63",1998,51200
"VALU","D63",1998,35600
"EMPE","D63",1998,412000
"FTEE","D63",1998,399000
"FTEN","D63",1998,406000
"LABR","D63",1998,23753
"WAGE","D63",1998,20154000
"CAPN","D63",1998,19300
"GFCF","D63",1998,8400
"VKPY","D63",1998,34483.8262056415
"PKPY","D63",1998,50125.3398360486
"IKPY","D63",1998,15606.6292172854
"GKPY","D63",1998,7719.46148331076
"CNPY","D63",1998,19445.3762953735
"EMPN","D63",1998,419000
"INTI","D63",1999,32200
"PROD","D63",1999,61500
"VALU","D63",1999,29300
"EMPE","D63",1999,456000
"FTEE","D63",1999,443000
"FTEN","D63",1999,450000
"LABR","D63",1999,30806
"WAGE","D63",1999,26447000
"CAPN","D63",1999,27400
"GFCF","D63",1999,12900
"VKPY","D63",1999,28969.4328857231
"PKPY","D63",1999,60565.233608642
"IKPY","D63",1999,31325.5160817144
"GKPY","D63",1999,13504.0048543689
"CNPY","D63",1999,27078.5116395286
"EMPN","D63",1999,463000
"INTI","D63",2000,49800
"PROD","D63",2000,73700
"VALU","D63",2000,23900
"EMPE","D63",2000,545000
"FTEE","D63",2000,528000
"FTEN","D63",2000,534000
"LABR","D63",2000,40859
"WAGE","D63",2000,35966000
"CAPN","D63",2000,36300
"GFCF","D63",2000,16200
"VKPY","D63",2000,23713.8758010852
"PKPY","D63",2000,72455.3840168717
"IKPY","D63",2000,48686.7602542088
"GKPY","D63",2000,15792.2487935079
"CNPY","D63",2000,35899.5221275712
"EMPN","D63",2000,551000
"INTI","D63",2001,37600
"PROD","D63",2001,76700
"VALU","D63",2001,39200
"EMPE","D63",2001,527000
"FTEE","D63",2001,494000
"FTEN","D63",2001,5e+05
"LABR","D63",2001,40478
"WAGE","D63",2001,35548000
"CAPN","D63",2001,42600
"GFCF","D63",2001,16900
"VKPY","D63",2001,37942.6100151745
"PKPY","D63",2001,75871.075270686
"IKPY","D63",2001,37640.945066267
"GKPY","D63",2001,19012.4430153941
"CNPY","D63",2001,43367.2420823705
"EMPN","D63",2001,533000
"INTI","D63",2002,21700
"PROD","D63",2002,82700
"VALU","D63",2002,61000
"EMPE","D63",2002,469000
"FTEE","D63",2002,439000
"FTEN","D63",2002,444000
"LABR","D63",2002,33477
"WAGE","D63",2002,29018000
"CAPN","D63",2002,49700
"GFCF","D63",2002,20000
"VKPY","D63",2002,60709.8938148451
"PKPY","D63",2002,82442.7237735085
"IKPY","D63",2002,21752.8795811518
"GKPY","D63",2002,21359.5196096829
"CNPY","D63",2002,50586.6922026699
"EMPN","D63",2002,474000
"INTI","D63",2003,21600
"PROD","D63",2003,84600
"VALU","D63",2003,63000
"EMPE","D63",2003,436000
"FTEE","D63",2003,405000
"FTEN","D63",2003,426000
"LABR","D63",2003,33325
"WAGE","D63",2003,27878000
"CAPN","D63",2003,55500
"GFCF","D63",2003,20600
"VKPY","D63",2003,63090.4898165292
"PKPY","D63",2003,84508.0761438063
"IKPY","D63",2003,21422.8600498005
"GKPY","D63",2003,23672.0513125074
"CNPY","D63",2003,56169.7379557032
"EMPN","D63",2003,457000
"INTI","D63",2004,17900
"PROD","D63",2004,92100
"VALU","D63",2004,74200
"EMPE","D63",2004,418000
"FTEE","D63",2004,389000
"FTEN","D63",2004,410000
"LABR","D63",2004,35413
"WAGE","D63",2004,29834000
"CAPN","D63",2004,61100
"GFCF","D63",2004,20700
"VKPY","D63",2004,75378.6739576213
"PKPY","D63",2004,92901.2311523032
"IKPY","D63",2004,17634.0637882404
"GKPY","D63",2004,22347.891316892
"CNPY","D63",2004,60537.5415047686
"EMPN","D63",2004,439000
"INTI","D63",2005,26600
"PROD","D63",2005,98400
"VALU","D63",2005,71800
"EMPE","D63",2005,414000
"FTEE","D63",2005,394000
"FTEN","D63",2005,406000
"LABR","D63",2005,36631
"WAGE","D63",2005,30958000
"CAPN","D63",2005,65500
"GFCF","D63",2005,20200
"VKPY","D63",2005,71319.5767099811
"PKPY","D63",2005,97238.3665756876
"IKPY","D63",2005,25842.6715832835
"GKPY","D63",2005,21205.0415115284
"CNPY","D63",2005,64661.5746317958
"EMPN","D63",2005,426000
"INTI","D63",2006,29200
"PROD","D63",2006,110800
"VALU","D63",2006,81600
"EMPE","D63",2006,422000
"FTEE","D63",2006,408000
"FTEN","D63",2006,416000
"LABR","D63",2006,38764
"WAGE","D63",2006,33228000
"CAPN","D63",2006,73000
"GFCF","D63",2006,24000
"VKPY","D63",2006,80872.0334345931
"PKPY","D63",2006,109194.766077607
"IKPY","D63",2006,28335.833774362
"GKPY","D63",2006,26224.5214014809
"CNPY","D63",2006,71664.4512172732
"EMPN","D63",2006,430000
"INTI","D63",2007,55200
"PROD","D63",2007,119800
"VALU","D63",2007,64600
"EMPE","D63",2007,326000
"FTEE","D63",2007,311000
"FTEN","D63",2007,327000
"LABR","D63",2007,30977
"WAGE","D63",2007,25309000
"CAPN","D63",2007,79200
"GFCF","D63",2007,25300
"VKPY","D63",2007,66700.3844510892
"PKPY","D63",2007,121169.71304327
"IKPY","D63",2007,53942.5769521547
"GKPY","D63",2007,27824.716990975
"CNPY","D63",2007,78982.0669441088
"EMPN","D63",2007,342000
"INTI","D63",2008,61300
"PROD","D63",2008,132700
"VALU","D63",2008,71300
"EMPE","D63",2008,322000
"FTEE","D63",2008,306000
"FTEN","D63",2008,321000
"LABR","D63",2008,30495
"WAGE","D63",2008,25263000
"CAPN","D63",2008,81200
"GFCF","D63",2008,20800
"VKPY","D63",2008,72040.2762549825
"PKPY","D63",2008,131706.711819969
"IKPY","D63",2008,59688.3925961437
"GKPY","D63",2008,19346.6458681745
"CNPY","D63",2008,80197.4419157714
"EMPN","D63",2008,337000
"INTI","D63",2009,66000
"PROD","D63",2009,132500
"VALU","D63",2009,66500
"EMPE","D63",2009,309000
"FTEE","D63",2009,292000
"FTEN","D63",2009,299000
"LABR","D63",2009,29985
"WAGE","D63",2009,24738000
"CAPN","D63",2009,81600
"GFCF","D63",2009,21100
"VKPY","D63",2009,65514.4214424199
"PKPY","D63",2009,131858.741230947
"IKPY","D63",2009,66286.7523816733
"GKPY","D63",2009,20398.9565149167
"CNPY","D63",2009,82915.5221533529
"EMPN","D63",2009,316000
"INTI","D63",2010,71700
"PROD","D63",2010,141200
"VALU","D63",2010,69500
"EMPE","D63",2010,308000
"FTEE","D63",2010,289000
"FTEN","D63",2010,296000
"LABR","D63",2010,31075
"WAGE","D63",2010,26017000
"CAPN","D63",2010,97000
"GFCF","D63",2010,36300
"VKPY","D63",2010,70421.505
"PKPY","D63",2010,141347.025
"IKPY","D63",2010,70918.98
"GKPY","D63",2010,40643.031
"CNPY","D63",2010,96380.208
"EMPN","D63",2010,315000
"INTI","D63",2011,82500
"PROD","D63",2011,155200
"VALU","D63",2011,72700
"EMPE","D63",2011,318000
"FTEE","D63",2011,3e+05
"FTEN","D63",2011,308000
"LABR","D63",2011,34160
"WAGE","D63",2011,28547000
"CAPN","D63",2011,109900
"GFCF","D63",2011,37100
"VKPY","D63",2011,73491.6050501903
"PKPY","D63",2011,154764.475941393
"IKPY","D63",2011,81236.6011186286
"GKPY","D63",2011,38329.0731540175
"CNPY","D63",2011,108628.042637136
"EMPN","D63",2011,326000
"INTI","D63",2012,105300
"PROD","D63",2012,172700
"VALU","D63",2012,67300
"EMPE","D63",2012,335000
"FTEE","D63",2012,317000
"FTEN","D63",2012,326000
"LABR","D63",2012,37442
"WAGE","D63",2012,31581000
"CAPN","D63",2012,116400
"GFCF","D63",2012,33800
"VKPY","D63",2012,67952.18924977
"PKPY","D63",2012,172182.072268548
"IKPY","D63",2012,104097.2524539
"GKPY","D63",2012,33409.2989753574
"CNPY","D63",2012,115750.941998307
"EMPN","D63",2012,344000
"INTI","D63",2013,112000
"PROD","D63",2013,189500
"VALU","D63",2013,77500
"EMPE","D63",2013,356000
"FTEE","D63",2013,335000
"FTEN","D63",2013,341000
"LABR","D63",2013,44699
"WAGE","D63",2013,38352000
"CAPN","D63",2013,123600
"GFCF","D63",2013,35500
"VKPY","D63",2013,78522.8823113523
"PKPY","D63",2013,189396.325904455
"IKPY","D63",2013,110823.561347776
"GKPY","D63",2013,35176.1382435642
"CNPY","D63",2013,122490.959989664
"EMPN","D63",2013,362000
"INTI","D64",1997,194400
"PROD","D64",1997,428500
"VALU","D64",1997,234100
"CAPN","D64",1997,6100
"GFCF","D64",1997,1800
"INTI","D64",1998,194700
"PROD","D64",1998,463800
"VALU","D64",1998,269100
"EMPE","D64",1998,2559000
"FTEE","D64",1998,2413000
"FTEN","D64",1998,2442000
"LABR","D64",1998,123372
"WAGE","D64",1998,103858000
"CAPN","D64",1998,7000
"GFCF","D64",1998,1900
"VKPY","D64",1998,274835.546655552
"PKPY","D64",1998,467313.619086871
"IKPY","D64",1998,192824.528461883
"GKPY","D64",1998,1762.71336353467
"CNPY","D64",1998,7038.91795262756
"EMPN","D64",1998,2588000
"INTI","D64",1999,206300
"PROD","D64",1999,515000
"VALU","D64",1999,308700
"EMPE","D64",1999,2613000
"FTEE","D64",1999,2452000
"FTEN","D64",1999,2481000
"LABR","D64",1999,130432
"WAGE","D64",1999,110448000
"CAPN","D64",1999,8500
"GFCF","D64",1999,2500
"VKPY","D64",1999,321534.269793001
"PKPY","D64",1999,524809.061515851
"IKPY","D64",1999,203783.463605276
"GKPY","D64",1999,2611.74381140682
"CNPY","D64",1999,8416.53756777691
"EMPN","D64",1999,2642000
"INTI","D64",2000,235000
"PROD","D64",2000,563100
"VALU","D64",2000,328000
"EMPE","D64",2000,2583000
"FTEE","D64",2000,2412000
"FTEN","D64",2000,2441000
"LABR","D64",2000,134484
"WAGE","D64",2000,113885000
"CAPN","D64",2000,9100
"GFCF","D64",2000,1600
"VKPY","D64",2000,310299.213239284
"PKPY","D64",2000,540277.636901154
"IKPY","D64",2000,230174.952158693
"GKPY","D64",2000,1605.63331676881
"CNPY","D64",2000,8993.71879529715
"EMPN","D64",2000,2612000
"INTI","D64",2001,246400
"PROD","D64",2001,601100
"VALU","D64",2001,354700
"EMPE","D64",2001,2652000
"FTEE","D64",2001,2533000
"FTEN","D64",2001,2562000
"LABR","D64",2001,150827
"WAGE","D64",2001,127160000
"CAPN","D64",2001,9000
"GFCF","D64",2001,1000
"VKPY","D64",2001,356020.820748776
"PKPY","D64",2001,599756.508000141
"IKPY","D64",2001,243665.836976302
"GKPY","D64",2001,927.845527581597
"CNPY","D64",2001,9067.89692346263
"EMPN","D64",2001,2681000
"INTI","D64",2002,239900
"PROD","D64",2002,641600
"VALU","D64",2002,401600
"EMPE","D64",2002,2717000
"FTEE","D64",2002,2590000
"FTEN","D64",2002,2627000
"LABR","D64",2002,161044
"WAGE","D64",2002,134989000
"CAPN","D64",2002,8700
"GFCF","D64",2002,600
"VKPY","D64",2002,393893.648613446
"PKPY","D64",2002,630505.536244077
"IKPY","D64",2002,236543.403534253
"GKPY","D64",2002,583.987487676696
"CNPY","D64",2002,8640.93808967562
"EMPN","D64",2002,2754000
"INTI","D64",2003,244200
"PROD","D64",2003,663400
"VALU","D64",2003,419200
"EMPE","D64",2003,2817000
"FTEE","D64",2003,2691000
"FTEN","D64",2003,2722000
"LABR","D64",2003,175987
"WAGE","D64",2003,150246000
"CAPN","D64",2003,8600
"GFCF","D64",2003,600
"VKPY","D64",2003,408682.575224447
"PKPY","D64",2003,647497.917700077
"IKPY","D64",2003,238710.304902394
"GKPY","D64",2003,628.361088545898
"CNPY","D64",2003,8464.03743565746
"EMPN","D64",2003,2848000
"INTI","D64",2004,284800
"PROD","D64",2004,675200
"VALU","D64",2004,390400
"EMPE","D64",2004,2850000
"FTEE","D64",2004,2735000
"FTEN","D64",2004,2776000
"LABR","D64",2004,183805
"WAGE","D64",2004,156801000
"CAPN","D64",2004,9200
"GFCF","D64",2004,800
"VKPY","D64",2004,382827.460184409
"PKPY","D64",2004,658252.201376252
"IKPY","D64",2004,275173.015437248
"GKPY","D64",2004,772.979589857953
"CNPY","D64",2004,8580.39287363399
"EMPN","D64",2004,2891000
"INTI","D64",2005,282700
"PROD","D64",2005,708900
"VALU","D64",2005,426200
"EMPE","D64",2005,2909000
"FTEE","D64",2005,2793000
"FTEN","D64",2005,2849000
"LABR","D64",2005,196393
"WAGE","D64",2005,165736000
"CAPN","D64",2005,9500
"GFCF","D64",2005,600
"VKPY","D64",2005,420307.419773058
"PKPY","D64",2005,695147.150084317
"IKPY","D64",2005,274973.788864109
"GKPY","D64",2005,482.769650500964
"CNPY","D64",2005,8924.74955406643
"EMPN","D64",2005,2965000
"INTI","D64",2006,291800
"PROD","D64",2006,728500
"VALU","D64",2006,436700
"EMPE","D64",2006,2953000
"FTEE","D64",2006,2842000
"FTEN","D64",2006,2892000
"LABR","D64",2006,207545
"WAGE","D64",2006,176239000
"CAPN","D64",2006,10100
"GFCF","D64",2006,800
"VKPY","D64",2006,425509.621040965
"PKPY","D64",2006,709981.315070176
"IKPY","D64",2006,284469.687293761
"GKPY","D64",2006,940.132512276872
"CNPY","D64",2006,9494.80678249115
"EMPN","D64",2006,3003000
"INTI","D64",2007,317400
"PROD","D64",2007,737900
"VALU","D64",2007,420500
"EMPE","D64",2007,2898000
"FTEE","D64",2007,2788000
"FTEN","D64",2007,2849000
"LABR","D64",2007,209897
"WAGE","D64",2007,178240000
"CAPN","D64",2007,10600
"GFCF","D64",2007,900
"VKPY","D64",2007,415518.53037872
"PKPY","D64",2007,723198.135579361
"IKPY","D64",2007,307495.919213742
"GKPY","D64",2007,738.631750706411
"CNPY","D64",2007,10216.8123551816
"EMPN","D64",2007,2959000
"INTI","D64",2008,299300
"PROD","D64",2008,716700
"VALU","D64",2008,417400
"EMPE","D64",2008,2750000
"FTEE","D64",2008,2659000
"FTEN","D64",2008,2704000
"LABR","D64",2008,199819
"WAGE","D64",2008,167924000
"CAPN","D64",2008,11000
"GFCF","D64",2008,700
"VKPY","D64",2008,418679.122728292
"PKPY","D64",2008,709309.414126853
"IKPY","D64",2008,290903.035018031
"GKPY","D64",2008,786.382249617449
"CNPY","D64",2008,10452.8588281557
"EMPN","D64",2008,2795000
"INTI","D64",2009,290300
"PROD","D64",2009,689800
"VALU","D64",2009,399500
"EMPE","D64",2009,2622000
"FTEE","D64",2009,2529000
"FTEN","D64",2009,2562000
"LABR","D64",2009,184876
"WAGE","D64",2009,157268000
"CAPN","D64",2009,10600
"GFCF","D64",2009,800
"VKPY","D64",2009,470288.663046172
"PKPY","D64",2009,767698.1908159
"IKPY","D64",2009,298890.519987617
"GKPY","D64",2009,863.312901594662
"CNPY","D64",2009,10966.2240299876
"EMPN","D64",2009,2655000
"INTI","D64",2010,254000
"PROD","D64",2010,664200
"VALU","D64",2010,410200
"EMPE","D64",2010,2568000
"FTEE","D64",2010,2477000
"FTEN","D64",2010,2504000
"LABR","D64",2010,187522
"WAGE","D64",2010,159315000
"CAPN","D64",2010,10500
"GFCF","D64",2010,700
"VKPY","D64",2010,388314
"PKPY","D64",2010,635471.352
"IKPY","D64",2010,246882.732
"GKPY","D64",2010,827.888
"CNPY","D64",2010,10441.212
"EMPN","D64",2010,2595000
"INTI","D64",2011,203100
